id	title	abstract	labels
1860	魔法科高中的劣等生	魔法。这不是传说或童话的产物，而是发展至今将近一个世纪的现实技术。今年春天，新生入学的季节来临了。国立魔法大学附设第一高中——通称「魔法科高中」的这所学校，将学生分为成绩优秀的「一科生」，以及后备递补的「二科生」，他们各自被称为「花冠」与「杂草」。而有一对亲兄妹，在今年进入魔法科高中就读。哥哥是背负某项缺陷的劣等生。妹妹是一切完美无缺的优等生。言行举止带着达观气息的劣等生哥哥，爱慕哥哥之心更胜亲情的优等生妹妹。从两人跨入这座名校校门开始，原本和平的校园，即将面临风波不断的每一天。网路点阅超过三千万人次，造成话题的网路小说以实体书形式全新登场！	奇幻 校园 后宫 
1861	古典部系列	高一夏天，正是将青春尽情挥洒在社团活动与文化祭的日子，濒临废社的「古文社」好不容易招到了四名新社员：名门大小姐——千反田、杂学王——里志、毒舌女——摩耶花，以及人生是灰色的节能少年——奉太郎。受到千反田的私人委托，奉太郎与伙伴从旧社刊的序文开始调查三十三年前的社长退学之谜。当年留下命名为《冰果》的社刊，究竟隐藏了什么引人落泪的讯息？米泽穗信最受欢迎的青春推理「古文社系列」第一作！	侦探 校园 冰菓 冰果 
1862	出租执事	天上天河是一个认为友情及人生都得靠金钱来维持的IT企业社长独子。但是，某天父亲的公司突然倒闭，天河只收到一张来自父亲的轻佻便条纸，父亲本人却消失得无影无踪——！？对天河伸出援手的，是天上家的执事——绰号「契诃夫」的江古田元蔵。天河在江古田元蔵所设立的派遣执事公司「ButlerSystem」，以实习生的身分工作，但是那里的每位执事都拥有独特的专长——！！同时进行多媒体化的出租执事系列小说，即将开始！！	都市 
1863	神鸣公主的无邪	习惯平静的独居男高中生——神堂祐贵，某日突然被奇怪的团体绑架了。幕后黑手是由于某些原因而在十年间分开生活的双胞妹妹，贵理。之后居然被强行塞到贵理正在上的桃花泉女子学校——通称桃女去上学，而交给祐贵的使命，则是「入手」学校里共有七人的才女「姬神」。最初的目标是成绩优秀又强势的学生会长——鸣神加奈美，可祐贵与她的邂逅却非常糟糕——。在女校里仅有一名的男生——祐贵的命运究竟如何！？由人气剧作奉上的正统派爱情喜剧登场！	爱情 校园 后宫 
1864	奥加zoom up!	犬伏佑二在学校里也有一个秘密。那就是，他和班上同学井上玖玖流结婚并且已经同居。不过这件事让佑二从「自己是loli控的话会在这种情况下感到庆幸」中醒悟。从这个春天开始，在这个男女同校的秋岛校园中，幻想着能交到多么可爱的女朋友。让我如此向往的原因，就是眼前的玖玖流像小学生没发育过的样子。说起来到底为什么会变成这种和玖玖流结婚的窘境呢……？佑二秘密的学生结婚生活就此开始了♪绝妙的不思议气氛中的喜剧，穂史贺雅也世界最新作！！	爱情 校园 搞笑 
1865	宝贝公主Baby Princess	今天是最后一次来这所学校上课。主人公阳太郎在当天的剑道友谊比赛中下了一个决心，遂与一位名叫天使光的美少女剑士相遇了。小光是一位潇洒犀利不输男人，笑起来又非常可爱的女孩子。没有栖身之处的阳太郎，在这样一位少女引领下，开始了和少女及其家人的同居生活。在搬家的那天。在天使家迎接他的是从乙女到婴儿，每两人之间恰好仅差一岁的十九位姐妹！这完全超出阳太郎的预想，尽是女孩子的家族生活会是怎样呢！？在电击Gsmagazine连载中，并在公式网上以日记方式展开话题的十九位姐妹的家族企划，现在以最新小说的形式登场。	爱情 后宫 
1866	咬上去吧，安诺酱!	「你看起来很好吃呢？」跟别人扯上关系什么的超麻烦！......同这样乖僻的高中生·米人相遇的少女，刚见面没多久就对自己告白！？新感觉「吃掉」爱情喜剧现在开始！	爱情 搞笑 
1867	妹妹监护人	我、天乃翔太是理科型。属于不管什么东西都会从科学角度考虑的超级理论派。这样的我现在就要找心上人告白。对象是同年级的成绩优秀·容姿端丽的一片爱同学。据计算成功率是0.00001％。「我喜欢你」做好玉碎觉悟后将心意传达出来……。「交往也没关系哦、如果跟我这种木星人也行的话」——搞错告白对象了orz那位是爱同学的妹妹「自称·木星人」而闻名学校的一片恋。正当我想着要解开误会之际、这时却被爱同学一把涕泪地拜托说「请与我一起保护妹妹吧！」……！？从这天起、我与爱同学一同照顾电波妹妹·一片恋的「妹妹监护人」日子开始了！照顾看护系三角恋爱喜剧第一弹！	搞笑 爱情 校园 
1868	樱色少年茶房	——换做是你的话会怎么做呢？假如有间非常可爱的女仆们会提供理想中的服务给你的女仆沏茶店的话。可是，那些女仆们——其实是「男孩子」的话……怀着各种各样的想法，今天也换装成为「女孩子」的男孩们。或许，比女孩子更加可爱也说不定？不想试着去见见那样美妙的男孩们吗？	搞笑 
1869	BIG4	君临于六百六十六万魔军顶点的魔王军最高战力——四天王。成员是......「山田！太慢了！你又迟到了哦！」充满攻击性且露出度过高的「雷」之阿蒂茵布鲁格。「反正没有人会听我的意见啦......」虽然胆很小但胸很大的「雪」之沃尔芙蕾卡。「......是反面」冷酷、而且不怎么说话的「焰」之伊格纳雷斯。然后，原高中一年级学生的「智」之山田。要说四天王聚集在会议室里会讨论什么问题的话，那就是「该如何抹杀人类」......本应是这样！却因为玩RPG游戏、解决怪物的恋爱烦恼、侵入女澡堂而一拖再拖。回过神来，人类的山田却变成了对抹杀人类最有干劲的一个......残念系日常fantasy！？	搞笑 校园 
1870	欢迎来到巫家！	「你看起来很不幸呢」「......又是什么宗教的劝诱么」少女转身准备走开。「拜托你等等！为了你好请听我说完！」「这还不是宗教吗！你到底是干什么的啊！？」「我叫巫遍......是个变态」「我要回去了」不为人们祈求幸福话不行。这就是我巫遍作为座敷童子的生存之道。所以才会不由得向抱有孤独系不幸的少女——带酱搭话。虽然一开始不小心说错了话，但最终带酱——「来巫家吧！」获得第2回GA文库大奖奖励奖的残念喜剧登场！	搞笑 神鬼 
1871	魔王学校里只有我是勇者!?	知名伟大勇者的后代——游佐英雄原是一名优等生，但却阴错阳差地进入了魔王专门学校「麻樱中学」。英雄努力地将这些魔王全数导正，藉以获得超高的经验值！某天，一个非常可爱，同时却非常弱的女孩——龙崎流娜突然出现，对英雄说：「只要你愿意当四天王，我就给你半个世界或我自己」。这个提案虽然充满可以吐槽的点，但是背后却有着深奥的理由！	搞笑 
1872	潘朵拉之心～CAUCUS RACE～	《潘朵拉之心》的第一本小说问世了！里面有关于贝萨流士、兰兹华斯、巴尔马以及奈特雷依四大家族的四篇小故事。那些都是散落在世界各地的记忆碎片。如今，这些记忆碎片终于有机会和世人见面了。本书另外还收录了望月淳老师的短篇漫画以及后续发展的极短篇。这是一个穿梭在现在、过去……和未来的世界。仿佛有个大圈圈，把这一切都圈在一起。一成不变的生活、突发事件的日子、不停的交替着，就像永不止息的巨轮一样。潘朵拉的主角们就在巨轮之中不停的奔跑。Caucusrace大家都在圈圈里，自由的赛跑。在这场没有终点的竞争中，谁是最后的胜利者呢？——答案是——？	奇幻 冒险 
1873	灼热的小早川同学	无论是人际关系或是读书学习都能轻松掌握，处事圆滑的高中生饭嶋直幸。就读县内首屈一指升学高中的他，校园内的生活可说是一帆风顺。然而这种在传统与自律之间取得平衡的气氛突然被搅乱──元凶就是最近当上班代的小早川千寻。自愿担任班代候选人的她，是个不想被他人妨碍工作而拒绝副班代加入的眼镜女孩，正义感十足的她经常提出令人喘不过气的规定，使得全班陷入混乱中……在直幸眼中甚至出现她手中拿着火焰之剑挥舞的幻觉。此时直幸无意间在网路上发现她内心阴暗的一面……田中罗密欧最新小说作品，不能错过的「女主角观察系」爱情喜剧！	校园 
1874	司书，剪刀，短铅笔	某天，一本《弹出绘本》从天而降，出现在讨厌阅读的高中生•文人的面前。然后，从那本《绘本》中，就真有个全裸的女孩子飞出来了！？自称菲芙的少女，进行着『书将要实体化并使城市陷入混乱』的似乎很了不起的讲解，但是身上只围着一条床单。无视慌慌张张的文人，菲芙继续说道「妾是汝的所有物」，并要文人与她一同与古典文学战斗！话说回来，还是先把内衣穿上吧……！！有点工口的学园文学（？）喜剧登场！	搞笑 校园 
1875	国王游戏	日本某高中某年某班全班某天同时收到一则简讯，该班全体同学被迫参加国王游戏，游戏规则很简单，收到国王传来的命令简讯后，无论命令为何，一定要在24小时内达成使命，否则将受到惩罚，而且绝对不允许中途退出国王游戏。为了活下去，所有人都必须乖乖服从命令，于是，当各种令人难以想像、泯灭人性且惨无人道的简讯命令传达时，一场考验人性的恐怖游戏就此展开……	
1876	哈罗，天才少女	「我想邀请你加入第二科学社。」以田径资优生身分保送入学，却因为脚伤而失去目标的竹原高行，忽然收到这样的邀请。提出邀请的女孩名为海龙王寺八叶，她是聪明才智凌驾于常人之上的「天才」之一，然而她不但会贸然进行色诱，还完全没有整理物品的习惯，而且因为埋首做实验所以也很少洗澡，特异的所作所为凌驾于常人之上。以入社体验名义加入第二科学社的高行，就这样被她耍得团团转。海龙王寺邀请他加入的真正原因是什么？两人的关系又会如何进展？轻小说界备受瞩目的新人作家处女作，为各位读者献上感动的天才青春剧！	校园 爱情 
